Experiment,idnumber,RecruitedFrom,age,ethnicity,education,gender,condition,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,targetPresent,participantTargetPresent,participantSelection,accuracy,participantIDdecision,accuracyInnocentSupsect,confidence,question1ans,question1acc,completed before,include
Rep1,14757,mturk,27,WhiteEuropean,NR,Male,2,33,19,110,89,99,43,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Rep1,14758,mturk,19,WhiteEuropean,Currently Attending College,Male,3,110,83,56,67,35,39,0,0,Not present,1,Correct Reject,NA,60,1,1,0,yes
Rep1,14759,mturk,38,LatinHispanic,2-Year College Degree (Associates),Female,1,28,2,110,101,26,10,0,0,Not present,1,Correct Reject,NA,60,1,1,0,yes
Rep1,14760,mturk,34,WhiteEuropean,2-Year College Degree (Associates),Female,1,35,22,12,110,32,34,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep1,14761,ucsd,18,AsianIndian,High School/GED,Male,2,91,83,39,55,110,73,1,1,110,1,Correct ID,1,50,1,1,0,yes
Rep1,14765,mturk,30,WhiteEuropean,Masters Degree,Male,2,62,94,85,87,110,71,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Rep1,14766,mturk,18,WhiteEuropean,High School/GED,Male,2,110,95,103,92,73,25,1,1,110,1,Correct ID,1,40,1,1,0,yes
Rep1,14767,mturk,29,WhiteEuropean,Masters Degree,Female,2,96,99,5,110,76,82,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep1,14768,mturk,63,WhiteEuropean,Masters Degree,Male,1,73,3,79,96,84,110,1,1,110,1,Correct ID,1,20,1,1,0,yes
Rep1,14770,mturk,48,WhiteEuropean,High School/GED,Male,2,84,10,17,110,73,92,1,0,Not present,0,Incorrect Reject,NA,70,1,1,0,yes
Rep1,14771,mturk,34,WhiteEuropean,Doctoral Degree,Male,2,16,53,82,88,47,110,1,1,88,0,Filler ID,NA,80,1,1,0,yes
Rep1,14773,mturk,28,LatinHispanic,4-Year College Degree (BA BS),Male,1,109,106,97,28,110,58,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep1,14774,mturk,32,AsianIndian,4-Year College Degree (BA BS),Male,1,93,40,43,110,25,64,0,1,40,0,Filler ID,NA,100,1,1,0,yes
Rep1,14775,mturk,60,WhiteEuropean,2-Year College Degree (Associates),Female,3,27,41,48,80,109,110,1,1,110,1,Correct ID,1,60,1,1,0,yes
Rep1,14776,mturk,31,AsianIndian,4-Year College Degree (BA BS),Male,1,88,110,72,29,46,63,0,1,88,0,Filler ID,NA,30,1,1,0,yes
Rep1,14777,mturk,25,WhiteEuropean,4-Year College Degree (BA BS),Female,3,98,18,89,61,110,36,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Rep1,14778,mturk,25,AsianIndian,2-Year College Degree (Associates),Female,1,110,10,88,31,106,94,1,1,106,0,Filler ID,NA,50,1,1,0,yes
Rep1,14779,mturk,33,BlackAfrican,Masters Degree,Male,2,110,27,45,18,70,72,1,1,110,1,Correct ID,1,50,1,1,0,yes
Rep1,14780,mturk,36,WhiteEuropean,4-Year College Degree (BA BS),Female,3,110,62,20,37,38,31,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep1,14781,mturk,30,BlackAfrican,High School/GED,Female,1,85,108,97,20,90,110,0,1,85,0,Filler ID,NA,60,1,1,0,yes
Rep1,14782,mturk,50,BlackAfrican,4-Year College Degree (BA BS),Male,3,72,38,71,49,23,110,0,0,Not present,1,Correct Reject,NA,50,4,0,0,no
Rep1,14783,mturk,32,BlackAfrican,4-Year College Degree (BA BS),Male,2,5,4,91,37,43,110,1,1,91,0,Filler ID,NA,90,1,1,0,yes
Rep1,14784,mturk,41,Other,Masters Degree,Male,2,110,58,46,84,66,52,0,1,52,0,Filler ID,NA,70,1,1,0,yes
Rep1,14785,mturk,30,WhiteEuropean,Masters Degree,Male,2,89,62,74,56,72,110,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep1,14786,mturk,30,WhiteEuropean,Currently Attending College,Female,2,71,110,27,70,91,66,0,0,Not present,1,Correct Reject,NA,40,1,1,0,yes
Rep1,14787,mturk,42,WhiteEuropean,4-Year College Degree (BA BS),Male,2,2,27,52,110,45,92,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep1,14789,mturk,47,WhiteEuropean,4-Year College Degree (BA BS),Male,3,110,4,12,106,99,30,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep1,14790,mturk,28,WhiteEuropean,2-Year College Degree (Associates),Male,2,69,92,23,3,110,108,1,1,110,1,Correct ID,1,90,1,1,0,yes
Rep1,14791,mturk,25,WhiteEuropean,Masters Degree,Male,1,54,110,31,48,13,50,1,0,Not present,0,Incorrect Reject,NA,100,1,1,0,yes
Rep1,14792,mturk,32,WhiteEuropean,4-Year College Degree (BA BS),Female,2,88,94,110,74,64,60,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep1,14793,mturk,59,WhiteEuropean,4-Year College Degree (BA BS),Male,3,110,8,49,9,53,1,0,1,53,0,Filler ID,NA,80,3,0,0,no
Rep1,14794,mturk,31,LatinHispanic,Doctoral Degree,Male,2,2,42,11,110,44,17,1,0,Not present,0,Incorrect Reject,NA,50,1,1,0,yes
Rep1,14795,mturk,66,BlackAfrican,4-Year College Degree (BA BS),Male,2,42,44,7,70,110,87,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep1,14798,mturk,20,WhiteEuropean,Currently Attending College,Male,3,58,110,15,92,73,9,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Rep1,14799,mturk,29,LatinHispanic,4-Year College Degree (BA BS),Male,1,98,14,110,83,7,52,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Rep1,14800,mturk,27,WhiteEuropean,Currently Attending College,Female,2,41,23,85,107,110,95,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep1,14803,mturk,29,Other,4-Year College Degree (BA BS),Female,2,98,39,57,12,70,110,1,0,Not present,0,Incorrect Reject,NA,80,1,1,0,yes
Rep1,14804,mturk,28,LatinHispanic,High School/GED,Male,1,84,58,42,60,110,93,0,0,Not present,1,Correct Reject,NA,60,1,1,0,yes
Rep1,14805,mturk,37,WhiteEuropean,4-Year College Degree (BA BS),Male,3,21,63,74,5,61,110,1,1,110,1,Correct ID,1,60,1,1,0,yes
Rep1,14807,mturk,26,WhiteEuropean,4-Year College Degree (BA BS),Male,1,31,17,98,110,12,21,1,1,110,1,Correct ID,1,30,1,1,0,yes
Rep1,14808,mturk,36,WhiteEuropean,High School/GED,Female,3,99,110,5,26,108,37,0,1,108,0,Filler ID,NA,40,1,1,0,yes
Rep1,14810,mturk,39,BlackAfrican,4-Year College Degree (BA BS),Male,2,90,34,97,110,36,93,1,1,110,1,Correct ID,1,90,1,1,0,yes
Rep1,14811,mturk,25,Native American,4-Year College Degree (BA BS),Male,1,44,110,1,58,89,109,0,1,1,0,Filler ID,NA,60,1,1,0,yes
Rep1,14812,mturk,24,Native American,4-Year College Degree (BA BS),Male,3,77,96,25,110,53,109,0,1,96,0,Filler ID,NA,70,1,1,0,yes
Rep1,14813,mturk,25,WhiteEuropean,Currently Attending College,Male,2,62,6,42,92,82,110,0,1,82,0,Filler ID,NA,70,1,1,0,yes
Rep1,14814,mturk,31,WhiteEuropean,High School/GED,Male,1,73,13,3,54,85,110,0,1,85,0,Filler ID,NA,50,1,1,0,yes
Rep1,14815,mturk,23,AsianIndian,Currently Attending College,Male,3,17,66,110,75,106,48,0,1,110,0,False ID,0,60,1,1,0,yes
Rep1,14816,mturk,22,WhiteEuropean,High School/GED,Female,1,3,8,105,79,30,110,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Rep1,14817,mturk,25,WhiteEuropean,4-Year College Degree (BA BS),Male,2,93,20,41,89,110,82,1,1,110,1,Correct ID,1,30,1,1,0,yes
Rep1,14818,mturk,29,WhiteEuropean,4-Year College Degree (BA BS),Female,3,12,87,97,110,42,84,0,1,12,0,Filler ID,NA,80,1,1,0,yes
Rep1,14819,mturk,29,LatinHispanic,4-Year College Degree (BA BS),Male,2,6,110,9,17,59,10,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep1,14820,mturk,22,WhiteEuropean,High School/GED,Male,3,110,106,39,61,41,71,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Rep1,14822,mturk,43,WhiteEuropean,4-Year College Degree (BA BS),Female,3,63,14,52,66,110,38,1,1,66,0,Filler ID,NA,100,1,1,0,yes
Rep1,14823,mturk,28,Other,Masters Degree,Female,1,1,30,6,26,73,110,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Rep1,14825,mturk,22,Mixed Ethnicity,4-Year College Degree (BA BS),Female,1,8,110,49,46,89,10,1,0,Not present,0,Incorrect Reject,NA,50,1,1,0,yes
Rep1,14826,mturk,32,WhiteEuropean,4-Year College Degree (BA BS),Female,1,17,110,57,58,76,56,1,1,110,1,Correct ID,1,90,1,1,0,yes
Rep1,14828,mturk,26,WhiteEuropean,4-Year College Degree (BA BS),Female,1,19,85,24,110,11,14,0,1,24,0,Filler ID,NA,80,1,1,0,yes
Rep1,14829,mturk,18,WhiteEuropean,High School/GED,Male,3,30,88,57,101,89,110,0,0,Not present,1,Correct Reject,NA,20,1,1,0,yes
Rep1,14831,mturk,28,AsianIndian,Doctoral Degree,Female,3,110,30,38,97,79,11,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep1,14832,mturk,35,WhiteEuropean,Masters Degree,Male,2,5,96,35,37,52,110,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Rep1,14833,mturk,21,WhiteEuropean,High School/GED,Female,3,70,110,80,74,60,21,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep1,14834,ucsd,21,Native American,High School/GED,Female,3,70,110,39,91,101,37,1,1,110,1,Correct ID,1,60,1,1,0,yes
Rep1,14835,mturk,31,LatinHispanic,4-Year College Degree (BA BS),Male,2,1,110,63,94,102,46,0,1,110,0,False ID,0,80,1,1,0,yes
Rep1,14836,mturk,34,WhiteEuropean,4-Year College Degree (BA BS),Male,1,22,23,21,63,94,110,0,1,110,0,False ID,0,70,1,1,0,yes
Rep1,14837,mturk,19,WhiteEuropean,Currently Attending College,Female,1,12,110,29,6,86,2,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep1,14838,mturk,40,WhiteEuropean,4-Year College Degree (BA BS),Male,1,13,7,110,14,6,25,0,1,110,0,False ID,0,60,1,1,0,yes
Rep1,14839,mturk,46,WhiteEuropean,High School/GED,Female,3,110,94,25,5,98,62,1,0,Not present,0,Incorrect Reject,NA,40,1,1,0,yes
Rep1,14840,mturk,25,BlackAfrican,High School/GED,Male,3,100,78,97,37,99,110,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep1,14841,mturk,29,WhiteEuropean,Masters Degree,Female,2,110,82,35,25,55,86,0,1,86,0,Filler ID,NA,60,1,1,0,yes
Rep1,14842,mturk,27,LatinHispanic,Professional Degree (MD JD),Female,2,71,110,61,78,29,6,1,0,Not present,0,Incorrect Reject,NA,70,1,1,0,yes
Rep1,14845,mturk,23,WhiteEuropean,2-Year College Degree (Associates),Male,3,10,110,73,105,81,41,1,0,Not present,0,Incorrect Reject,NA,70,1,1,0,yes
Rep1,14846,mturk,20,WhiteEuropean,High School/GED,Male,2,51,40,26,21,110,38,1,0,Not present,0,Incorrect Reject,NA,50,1,1,0,yes
Rep1,14847,mturk,28,WhiteEuropean,Masters Degree,Female,3,63,36,11,110,76,83,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep1,14849,mturk,22,WhiteEuropean,4-Year College Degree (BA BS),Female,2,73,69,110,35,53,8,1,1,110,1,Correct ID,1,60,1,1,0,yes
Rep1,14850,mturk,19,WhiteEuropean,High School/GED,Male,3,95,79,5,110,52,22,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep1,14851,mturk,47,WhiteEuropean,4-Year College Degree (BA BS),Female,2,27,30,77,107,58,110,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Rep1,14852,mturk,30,WhiteEuropean,4-Year College Degree (BA BS),Male,1,110,22,102,7,5,44,0,1,102,0,Filler ID,NA,80,1,1,0,yes
Rep1,14853,mturk,35,AsianIndian,4-Year College Degree (BA BS),Female,1,41,49,110,30,87,83,0,0,Not present,1,Correct Reject,NA,40,1,1,0,yes
Rep1,14855,mturk,18,WhiteEuropean,High School/GED,Male,3,92,61,31,40,110,30,1,0,Not present,0,Incorrect Reject,NA,80,1,1,0,yes
Rep1,14856,mturk,38,LatinHispanic,High School/GED,Male,3,8,58,91,50,110,109,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep1,14858,mturk,24,BlackAfrican,4-Year College Degree (BA BS),Male,1,65,92,94,110,101,9,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep1,14859,mturk,36,WhiteEuropean,Masters Degree,Female,2,12,83,50,6,35,110,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Rep1,14860,mturk,23,WhiteEuropean,Masters Degree,Male,3,110,70,76,69,85,109,1,0,Not present,0,Incorrect Reject,NA,90,1,1,0,yes
Rep1,14861,mturk,27,WhiteEuropean,4-Year College Degree (BA BS),Female,2,1,110,100,76,12,44,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep1,14863,mturk,26,AsianIndian,4-Year College Degree (BA BS),Male,2,55,110,16,11,22,7,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep1,14864,mturk,34,AsianIndian,Masters Degree,Male,1,11,68,110,38,84,44,0,1,38,0,Filler ID,NA,60,1,1,0,yes
Rep1,14865,mturk,25,WhiteEuropean,Masters Degree,Male,1,63,76,72,28,107,110,0,1,28,0,Filler ID,NA,80,1,1,0,yes
Rep1,14868,mturk,66,WhiteEuropean,Masters Degree,Female,2,110,104,103,83,102,90,1,0,Not present,0,Incorrect Reject,NA,100,1,1,0,yes
Rep1,14869,mturk,25,WhiteEuropean,Masters Degree,Female,1,95,56,65,51,20,110,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep1,14870,mturk,21,WhiteEuropean,4-Year College Degree (BA BS),Male,2,46,106,40,52,110,86,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep1,14872,mturk,19,AsianIndian,Currently Attending College,Female,2,110,93,7,66,82,73,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep1,14873,mturk,18,BlackAfrican,Currently Attending College,Male,3,110,54,92,108,103,35,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Rep1,14874,mturk,21,BlackAfrican,Currently Attending College,Female,2,110,58,45,8,41,48,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Rep1,14876,mturk,36,LatinHispanic,2-Year College Degree (Associates),Male,1,41,13,110,85,77,96,1,1,110,1,Correct ID,1,60,1,1,0,yes
Rep1,14878,mturk,26,BlackAfrican,High School/GED,Male,3,54,63,86,15,110,77,1,0,Not present,0,Incorrect Reject,NA,100,1,1,0,yes
Rep1,14879,mturk,30,Native American,4-Year College Degree (BA BS),Male,2,110,49,77,69,4,70,0,1,77,0,Filler ID,NA,50,2,0,0,no
Rep1,14880,mturk,28,BlackAfrican,4-Year College Degree (BA BS),Male,3,82,79,36,19,110,55,0,1,110,0,False ID,0,60,1,1,0,yes
Rep1,14881,mturk,33,WhiteEuropean,4-Year College Degree (BA BS),Male,2,105,47,110,86,24,61,1,0,Not present,0,Incorrect Reject,NA,50,1,1,0,yes
Rep1,14882,mturk,35,WhiteEuropean,4-Year College Degree (BA BS),Male,2,10,70,7,13,35,110,0,0,Not present,1,Correct Reject,NA,30,1,1,0,yes
Rep1,14883,mturk,31,AsianIndian,Masters Degree,Male,3,43,1,110,22,12,54,0,1,110,0,False ID,0,100,1,1,0,yes
Rep1,14884,mturk,30,AsianIndian,4-Year College Degree (BA BS),Male,2,66,1,82,36,65,110,1,1,1,0,Filler ID,NA,0,1,1,0,yes
Rep1,14886,mturk,40,AsianIndian,2-Year College Degree (Associates),Male,1,31,19,7,39,110,70,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Rep1,14887,mturk,64,LatinHispanic,Masters Degree,Male,3,17,74,106,110,32,44,0,1,44,0,Filler ID,NA,70,1,1,0,yes
Rep1,14888,mturk,20,LatinHispanic,Currently Attending College,Male,2,33,65,43,20,110,92,0,1,33,0,Filler ID,NA,50,1,1,0,yes
Rep1,14889,mturk,26,WhiteEuropean,Masters Degree,Female,2,110,18,51,24,89,62,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Rep1,14890,mturk,43,WhiteEuropean,High School/GED,Male,2,12,80,66,65,42,110,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Rep1,14892,ucsd,18,Mixed Ethnicity,Currently Attending College,Female,3,110,22,21,73,41,88,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep1,14893,mturk,17,WhiteEuropean,Less than High School,Male,3,110,23,93,56,33,82,1,0,Not present,0,Incorrect Reject,NA,60,1,1,0,yes
Rep1,14895,mturk,32,WhiteEuropean,2-Year College Degree (Associates),Female,2,108,110,18,99,64,83,1,1,108,0,Filler ID,NA,100,1,1,0,yes
Rep1,14897,mturk,50,WhiteEuropean,Masters Degree,Female,1,9,28,92,89,110,18,0,1,9,0,Filler ID,NA,80,1,1,0,yes
Rep1,14898,mturk,19,WhiteEuropean,Currently Attending College,Female,3,110,64,32,51,61,36,1,1,110,1,Correct ID,1,60,1,1,0,yes
Rep1,14901,mturk,35,WhiteEuropean,4-Year College Degree (BA BS),Female,1,38,90,51,110,67,14,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep1,14902,mturk,22,Mixed Ethnicity,Currently Attending College,Male,2,98,110,57,12,97,33,1,1,110,1,Correct ID,1,60,1,1,0,yes
Rep1,14903,mturk,38,WhiteEuropean,Masters Degree,Male,2,104,44,30,59,110,58,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep1,14904,mturk,30,Native American,4-Year College Degree (BA BS),Female,1,63,54,73,2,110,30,0,1,54,0,Filler ID,NA,80,2,0,0,no
Rep1,14905,mturk,31,WhiteEuropean,4-Year College Degree (BA BS),Female,2,64,110,34,23,17,62,0,1,64,0,Filler ID,NA,60,1,1,0,yes
Rep1,14908,mturk,34,WhiteEuropean,4-Year College Degree (BA BS),Male,2,110,79,38,108,36,62,1,1,108,0,Filler ID,NA,100,1,1,0,yes
Rep1,14909,mturk,30,AsianIndian,Masters Degree,Male,2,83,110,55,3,90,53,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep1,14910,mturk,18,LatinHispanic,High School/GED,Male,2,70,65,66,51,110,12,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep1,14911,mturk,38,WhiteEuropean,2-Year College Degree (Associates),Male,3,4,105,110,89,108,55,0,1,105,0,Filler ID,NA,20,1,1,0,yes
Rep1,14912,mturk,18,WhiteEuropean,High School/GED,Male,2,20,49,35,12,110,23,0,0,Not present,1,Correct Reject,NA,0,1,1,0,yes
Rep1,14913,mturk,25,WhiteEuropean,4-Year College Degree (BA BS),Male,2,110,10,31,85,33,35,0,1,31,0,Filler ID,NA,70,1,1,0,yes
Rep1,14914,mturk,18,WhiteEuropean,Less than High School,Male,3,17,49,65,110,73,62,0,0,Not present,1,Correct Reject,NA,60,1,1,0,yes
Rep1,14915,mturk,51,WhiteEuropean,High School/GED,Male,1,1,86,30,110,83,75,0,1,83,0,Filler ID,NA,40,1,1,0,yes
Rep1,14916,mturk,27,LatinHispanic,Masters Degree,Female,2,94,88,44,21,18,110,1,0,Not present,0,Incorrect Reject,NA,90,1,1,0,yes
Rep1,14917,mturk,27,BlackAfrican,Masters Degree,Female,1,110,72,37,15,104,105,1,0,Not present,0,Incorrect Reject,NA,40,1,1,0,yes
Rep1,14918,mturk,20,WhiteEuropean,Currently Attending College,Female,3,1,31,110,106,28,9,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep1,14919,mturk,34,WhiteEuropean,2-Year College Degree (Associates),Male,1,5,53,83,69,110,101,0,1,53,0,Filler ID,NA,100,1,1,0,yes
Rep1,14920,mturk,22,WhiteEuropean,High School/GED,Male,2,110,24,59,20,87,98,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Rep1,14921,mturk,29,AsianIndian,Masters Degree,Male,3,63,110,95,37,94,81,1,0,Not present,0,Incorrect Reject,NA,70,1,1,0,yes
Rep1,14923,mturk,22,WhiteEuropean,4-Year College Degree (BA BS),Female,3,24,32,67,90,110,41,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep1,14924,ucsd,21,LatinHispanic,Currently Attending College,Female,3,31,107,110,13,87,95,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep1,14926,mturk,23,AsianIndian,4-Year College Degree (BA BS),Male,2,31,50,73,110,58,95,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep1,14927,mturk,28,AsianIndian,4-Year College Degree (BA BS),Male,1,14,63,37,83,41,110,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Rep1,14928,mturk,23,LatinHispanic,Masters Degree,Female,1,10,68,18,110,85,105,1,1,110,1,Correct ID,1,30,1,1,0,yes
Rep1,14929,mturk,31,WhiteEuropean,Currently Attending College,Female,3,4,33,35,7,110,16,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep1,14930,mturk,27,NR,4-Year College Degree (BA BS),Female,3,16,110,63,44,69,97,0,1,110,0,False ID,0,100,1,1,0,yes
Rep1,14931,ucsd,21,WhiteEuropean,Currently Attending College,Female,3,75,13,30,32,110,23,1,0,Not present,0,Incorrect Reject,NA,80,1,1,0,yes
Rep1,14932,mturk,27,WhiteEuropean,4-Year College Degree (BA BS),Male,1,104,16,47,75,110,59,1,1,110,1,Correct ID,1,90,1,1,0,yes
Rep1,14933,mturk,31,AsianIndian,4-Year College Degree (BA BS),Male,3,30,94,7,40,69,110,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep1,14934,mturk,19,LatinHispanic,Currently Attending College,Male,3,36,26,59,110,80,54,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep1,14935,mturk,53,Mixed Ethnicity,Doctoral Degree,Male,2,45,102,51,20,31,110,1,1,110,1,Correct ID,1,60,1,1,0,yes
Rep1,14937,mturk,29,AsianIndian,4-Year College Degree (BA BS),Male,3,109,27,110,48,73,61,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep1,14938,mturk,28,LatinHispanic,4-Year College Degree (BA BS),Male,2,39,93,64,72,3,110,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep1,14939,mturk,45,LatinHispanic,4-Year College Degree (BA BS),Male,2,28,99,63,87,22,110,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep1,14940,mturk,33,AsianIndian,4-Year College Degree (BA BS),Male,1,99,56,39,110,57,77,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep1,14941,mturk,21,Mixed Ethnicity,4-Year College Degree (BA BS),Male,1,18,89,83,21,30,110,1,1,110,1,Correct ID,1,80,1,1,0,yes
Rep1,14942,mturk,35,AsianIndian,High School/GED,Male,2,103,31,110,74,3,88,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep1,14944,mturk,22,WhiteEuropean,4-Year College Degree (BA BS),Female,1,39,23,110,80,90,10,1,0,Not present,0,Incorrect Reject,NA,80,1,1,0,yes
Rep1,14945,mturk,32,WhiteEuropean,4-Year College Degree (BA BS),Female,1,54,24,110,6,52,75,1,1,110,1,Correct ID,1,90,1,1,0,yes
Rep1,14946,mturk,31,Other,2-Year College Degree (Associates),Male,2,44,18,94,89,110,5,1,1,110,1,Correct ID,1,100,1,1,0,yes
Rep1,14947,mturk,67,LatinHispanic,High School/GED,Male,2,39,68,26,110,13,19,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Rep1,14948,mturk,20,WhiteEuropean,Currently Attending College,Female,3,86,15,63,110,25,29,1,1,110,1,Correct ID,1,40,1,1,0,yes
Rep1,14949,mturk,26,LatinHispanic,High School/GED,Female,3,50,37,53,13,38,110,0,1,53,0,Filler ID,NA,90,1,1,0,yes
Rep1,14950,mturk,35,WhiteEuropean,2-Year College Degree (Associates),Female,3,56,101,6,97,110,103,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep1,14951,mturk,37,AsianIndian,Masters Degree,Male,2,53,100,23,32,110,6,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep1,14953,ucsd,19,WhiteEuropean,Currently Attending College,Female,3,110,100,57,49,56,50,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Rep1,14954,mturk,27,Mixed Ethnicity,2-Year College Degree (Associates),Male,1,110,62,24,73,63,21,1,1,73,0,Filler ID,NA,80,1,1,0,yes
Rep1,14956,mturk,34,WhiteEuropean,Masters Degree,Male,3,98,92,26,110,90,60,1,0,Not present,0,Incorrect Reject,NA,80,1,1,0,yes
Rep1,14957,mturk,19,AsianIndian,Currently Attending College,Female,3,105,110,80,29,38,76,1,0,Not present,0,Incorrect Reject,NA,80,1,1,0,yes
Rep1,14958,mturk,26,WhiteEuropean,Currently Attending College,Female,2,26,42,106,110,23,103,0,1,106,0,Filler ID,NA,80,1,1,0,yes
Rep1,14959,mturk,50,WhiteEuropean,High School/GED,Male,1,86,78,12,73,110,24,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Rep1,14960,mturk,24,WhiteEuropean,High School/GED,Female,1,93,5,63,110,62,47,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep1,14961,mturk,18,LatinHispanic,Currently Attending College,Female,1,43,110,52,36,27,22,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Rep1,14962,ucsd,21,WhiteEuropean,Currently Attending College,Female,1,3,24,19,86,110,100,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Rep1,14963,mturk,47,WhiteEuropean,4-Year College Degree (BA BS),Female,3,71,32,39,57,110,83,0,1,32,0,Filler ID,NA,80,1,1,0,yes
Rep1,14964,mturk,25,WhiteEuropean,Masters Degree,Male,2,79,110,42,27,19,55,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Rep1,14965,mturk,30,WhiteEuropean,High School/GED,Female,1,110,41,51,108,23,66,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep1,14967,mturk,37,WhiteEuropean,4-Year College Degree (BA BS),Female,3,110,66,2,76,51,46,0,0,Not present,1,Correct Reject,NA,60,1,1,0,yes
Rep1,14968,mturk,18,WhiteEuropean,High School/GED,Male,1,57,68,110,82,96,91,0,0,Not present,1,Correct Reject,NA,0,1,1,0,yes
Rep1,14969,mturk,23,NR,4-Year College Degree (BA BS),Female,1,72,102,110,37,69,21,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Rep1,14970,mturk,22,LatinHispanic,4-Year College Degree (BA BS),Female,2,66,97,28,110,67,50,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Rep1,14971,mturk,26,WhiteEuropean,4-Year College Degree (BA BS),Female,3,102,30,33,34,107,110,1,1,110,1,Correct ID,1,90,1,1,0,yes
Rep1,14972,mturk,24,AsianIndian,4-Year College Degree (BA BS),Male,2,110,69,108,88,43,70,1,1,108,0,Filler ID,NA,30,1,1,0,yes
Rep1,14974,mturk,31,WhiteEuropean,High School/GED,Male,3,110,55,42,16,106,13,1,1,110,1,Correct ID,1,70,1,1,0,yes
Rep1,14977,mturk,18,WhiteEuropean,High School/GED,Male,3,110,5,13,99,3,43,1,1,110,1,Correct ID,1,100,1,1,0,yes
